# Tournament Config: startingPlayers=3, gamesPerPhase=100
# Fallbacks: {"2":{"file":"tournament_j3zvExqh9bhYFcfuzihx_older.csv","topX":5}}
Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,AvgCardsBought,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
1248,Eliminated,20,0,4,1,6,20.0%,100,0.00,84.0%,20.0%,-,-,-,-,-,-,-,-,-
1249,Eliminated,20,0,4,3,6,20.0%,100,0.00,84.0%,20.0%,-,-,-,-,-,-,-,-,-
1250,Eliminated,20,10,0,1,10,20.0%,100,0.00,71.0%,20.0%,-,-,-,-,-,-,-,-,-
1251,Eliminated,20,10,2,3,8,20.0%,100,0.00,70.0%,20.0%,-,-,-,-,-,-,-,-,-
1252,Eliminated,20,10,4,2,4,20.0%,100,0.00,70.0%,20.0%,-,-,-,-,-,-,-,-,-
1253,Eliminated,20,10,6,3,4,20.0%,100,0.00,72.0%,20.0%,-,-,-,-,-,-,-,-,-
1254,Eliminated,20,20,2,2,8,20.0%,100,0.00,74.0%,20.0%,-,-,-,-,-,-,-,-,-
1255,Eliminated,20,20,4,3,6,20.0%,100,0.00,79.0%,20.0%,-,-,-,-,-,-,-,-,-
1256,Eliminated,10,5,6,2,4,19.8%,101,0.00,80.0%,19.8%,-,-,-,-,-,-,-,-,-
1257,Eliminated,20,5,10,2,4,19.8%,101,0.00,74.0%,19.8%,-,-,-,-,-,-,-,-,-
1258,Eliminated,0,10,8,1,10,19.0%,100,0.00,83.0%,19.0%,-,-,-,-,-,-,-,-,-
1259,Eliminated,5,0,4,2,4,19.0%,100,0.00,75.0%,19.0%,-,-,-,-,-,-,-,-,-
1260,Eliminated,5,0,6,3,4,19.0%,100,0.00,78.0%,19.0%,-,-,-,-,-,-,-,-,-
1261,Eliminated,5,5,4,2,4,19.0%,100,0.00,76.0%,19.0%,-,-,-,-,-,-,-,-,-
1262,Eliminated,10,0,2,2,6,19.0%,100,0.00,72.0%,19.0%,-,-,-,-,-,-,-,-,-
1263,Eliminated,10,0,2,2,8,19.0%,100,0.00,81.0%,19.0%,-,-,-,-,-,-,-,-,-
1264,Eliminated,10,10,0,3,10,19.0%,100,0.00,68.0%,19.0%,-,-,-,-,-,-,-,-,-
1265,Eliminated,10,15,2,2,6,19.0%,100,0.00,72.0%,19.0%,-,-,-,-,-,-,-,-,-
1266,Eliminated,10,20,2,2,6,19.0%,100,0.00,68.0%,19.0%,-,-,-,-,-,-,-,-,-
1267,Eliminated,15,0,4,3,4,19.0%,100,0.00,79.0%,19.0%,-,-,-,-,-,-,-,-,-
1268,Eliminated,15,0,4,3,6,19.0%,100,0.00,83.0%,19.0%,-,-,-,-,-,-,-,-,-
1269,Eliminated,15,0,10,3,4,19.0%,100,0.00,79.0%,19.0%,-,-,-,-,-,-,-,-,-
1270,Eliminated,15,10,4,2,4,19.0%,100,0.00,68.0%,19.0%,-,-,-,-,-,-,-,-,-
1271,Eliminated,15,10,4,2,6,19.0%,100,0.00,76.0%,19.0%,-,-,-,-,-,-,-,-,-
1272,Eliminated,15,15,2,3,10,19.0%,100,0.00,74.0%,19.0%,-,-,-,-,-,-,-,-,-
1273,Eliminated,15,20,6,3,4,19.0%,100,0.00,70.0%,19.0%,-,-,-,-,-,-,-,-,-
1274,Eliminated,20,0,2,3,6,19.0%,100,0.00,84.0%,19.0%,-,-,-,-,-,-,-,-,-
1275,Eliminated,20,0,6,1,4,19.0%,100,0.00,82.0%,19.0%,-,-,-,-,-,-,-,-,-
1276,Eliminated,20,0,6,2,4,19.0%,100,0.00,84.0%,19.0%,-,-,-,-,-,-,-,-,-
1277,Eliminated,20,5,4,3,4,19.0%,100,0.00,73.0%,19.0%,-,-,-,-,-,-,-,-,-
1278,Eliminated,0,0,2,3,10,18.0%,100,0.00,78.0%,18.0%,-,-,-,-,-,-,-,-,-
1279,Eliminated,5,0,0,2,8,18.0%,100,0.00,68.0%,18.0%,-,-,-,-,-,-,-,-,-
1280,Eliminated,5,0,6,2,4,18.0%,100,0.00,73.0%,18.0%,-,-,-,-,-,-,-,-,-
1281,Eliminated,5,5,0,2,10,18.0%,100,0.00,70.0%,18.0%,-,-,-,-,-,-,-,-,-
1282,Eliminated,5,20,0,3,10,18.0%,100,0.00,70.0%,18.0%,-,-,-,-,-,-,-,-,-
1283,Eliminated,10,0,0,2,8,18.0%,100,0.00,68.0%,18.0%,-,-,-,-,-,-,-,-,-
1284,Eliminated,10,0,2,1,6,18.0%,100,0.00,74.0%,18.0%,-,-,-,-,-,-,-,-,-
1285,Eliminated,10,0,2,2,10,18.0%,100,0.00,79.0%,18.0%,-,-,-,-,-,-,-,-,-
1286,Eliminated,10,10,0,1,10,18.0%,100,0.00,76.0%,18.0%,-,-,-,-,-,-,-,-,-
1287,Eliminated,10,20,4,2,4,18.0%,100,0.00,69.0%,18.0%,-,-,-,-,-,-,-,-,-
1288,Eliminated,15,0,0,3,8,18.0%,100,0.00,75.0%,18.0%,-,-,-,-,-,-,-,-,-
1289,Eliminated,15,0,2,2,10,18.0%,100,0.00,82.0%,18.0%,-,-,-,-,-,-,-,-,-
1290,Eliminated,15,0,2,3,6,18.0%,100,0.00,78.0%,18.0%,-,-,-,-,-,-,-,-,-
1291,Eliminated,15,0,8,2,4,18.0%,100,0.00,73.0%,18.0%,-,-,-,-,-,-,-,-,-
1292,Eliminated,15,5,6,3,4,18.0%,100,0.00,81.0%,18.0%,-,-,-,-,-,-,-,-,-
1293,Eliminated,15,10,0,1,10,18.0%,100,0.00,79.0%,18.0%,-,-,-,-,-,-,-,-,-
1294,Eliminated,15,20,2,3,8,18.0%,100,0.00,72.0%,18.0%,-,-,-,-,-,-,-,-,-
1295,Eliminated,15,20,4,3,6,18.0%,100,0.00,71.0%,18.0%,-,-,-,-,-,-,-,-,-
1296,Eliminated,20,0,0,1,8,18.0%,100,0.00,79.0%,18.0%,-,-,-,-,-,-,-,-,-
1297,Eliminated,20,0,2,2,6,18.0%,100,0.00,69.0%,18.0%,-,-,-,-,-,-,-,-,-
1298,Eliminated,20,0,2,2,10,18.0%,100,0.00,87.0%,18.0%,-,-,-,-,-,-,-,-,-
1299,Eliminated,20,0,4,3,4,18.0%,100,0.00,73.0%,18.0%,-,-,-,-,-,-,-,-,-
1300,Eliminated,20,20,0,2,10,18.0%,100,0.00,68.0%,18.0%,-,-,-,-,-,-,-,-,-
1301,Eliminated,5,0,0,2,10,17.0%,100,0.00,80.0%,17.0%,-,-,-,-,-,-,-,-,-
1302,Eliminated,5,0,0,3,6,17.0%,100,0.00,68.0%,17.0%,-,-,-,-,-,-,-,-,-
1303,Eliminated,5,0,0,3,10,17.0%,100,0.00,73.0%,17.0%,-,-,-,-,-,-,-,-,-
1304,Eliminated,5,5,0,1,10,17.0%,100,0.00,68.0%,17.0%,-,-,-,-,-,-,-,-,-
1305,Eliminated,10,0,0,3,8,17.0%,100,0.00,71.0%,17.0%,-,-,-,-,-,-,-,-,-
1306,Eliminated,10,20,2,2,10,17.0%,100,0.00,71.0%,17.0%,-,-,-,-,-,-,-,-,-
1307,Eliminated,15,0,0,2,8,17.0%,100,0.00,80.0%,17.0%,-,-,-,-,-,-,-,-,-
1308,Eliminated,15,0,2,1,8,17.0%,100,0.00,78.0%,17.0%,-,-,-,-,-,-,-,-,-
1309,Eliminated,15,0,4,1,4,17.0%,100,0.00,79.0%,17.0%,-,-,-,-,-,-,-,-,-
1310,Eliminated,20,0,0,1,10,17.0%,100,0.00,80.0%,17.0%,-,-,-,-,-,-,-,-,-
1311,Eliminated,20,0,2,1,4,17.0%,100,0.00,71.0%,17.0%,-,-,-,-,-,-,-,-,-
1312,Eliminated,20,0,8,3,4,17.0%,100,0.00,85.0%,17.0%,-,-,-,-,-,-,-,-,-
1313,Eliminated,20,0,10,1,4,17.0%,100,0.00,78.0%,17.0%,-,-,-,-,-,-,-,-,-
1314,Eliminated,20,0,10,3,4,17.0%,100,0.00,79.0%,17.0%,-,-,-,-,-,-,-,-,-
1315,Eliminated,20,10,2,2,10,17.0%,100,0.00,71.0%,17.0%,-,-,-,-,-,-,-,-,-
1316,Eliminated,20,20,2,1,8,17.0%,100,0.00,72.0%,17.0%,-,-,-,-,-,-,-,-,-
1317,Eliminated,20,0,8,1,4,16.8%,101,0.00,83.0%,16.8%,-,-,-,-,-,-,-,-,-
1318,Eliminated,5,0,0,3,8,16.0%,100,0.00,76.0%,16.0%,-,-,-,-,-,-,-,-,-
1319,Eliminated,10,0,4,3,4,16.0%,100,0.00,76.0%,16.0%,-,-,-,-,-,-,-,-,-
1320,Eliminated,15,0,0,1,8,16.0%,100,0.00,71.0%,16.0%,-,-,-,-,-,-,-,-,-
1321,Eliminated,20,15,0,2,10,16.0%,100,0.00,71.0%,16.0%,-,-,-,-,-,-,-,-,-
1322,Eliminated,20,20,2,3,8,16.0%,100,0.00,74.0%,16.0%,-,-,-,-,-,-,-,-,-
1323,Eliminated,5,0,2,3,6,15.0%,100,0.00,73.0%,15.0%,-,-,-,-,-,-,-,-,-
1324,Eliminated,10,0,2,2,4,15.0%,100,0.00,76.0%,15.0%,-,-,-,-,-,-,-,-,-
1325,Eliminated,10,10,4,3,8,15.0%,100,0.00,78.0%,15.0%,-,-,-,-,-,-,-,-,-
1326,Eliminated,10,10,8,2,4,15.0%,100,0.00,72.0%,15.0%,-,-,-,-,-,-,-,-,-
1327,Eliminated,15,0,2,2,6,15.0%,100,0.00,76.0%,15.0%,-,-,-,-,-,-,-,-,-
1328,Eliminated,15,0,6,1,4,15.0%,100,0.00,87.0%,15.0%,-,-,-,-,-,-,-,-,-
1329,Eliminated,15,0,10,1,4,15.0%,100,0.00,75.0%,15.0%,-,-,-,-,-,-,-,-,-
1330,Eliminated,20,0,2,1,6,15.0%,100,0.00,71.0%,15.0%,-,-,-,-,-,-,-,-,-
1331,Eliminated,20,0,8,2,4,15.0%,100,0.00,84.0%,15.0%,-,-,-,-,-,-,-,-,-
1332,Eliminated,20,5,2,2,6,15.0%,100,0.00,71.0%,15.0%,-,-,-,-,-,-,-,-,-
1333,Eliminated,20,15,2,2,8,15.0%,100,0.00,70.0%,15.0%,-,-,-,-,-,-,-,-,-
1334,Eliminated,10,10,2,2,8,14.0%,100,0.00,69.0%,14.0%,-,-,-,-,-,-,-,-,-
1335,Eliminated,5,0,2,1,6,13.0%,100,0.00,72.0%,13.0%,-,-,-,-,-,-,-,-,-
1336,Eliminated,5,0,4,2,10,13.0%,100,0.00,89.0%,13.0%,-,-,-,-,-,-,-,-,-
1337,Eliminated,10,15,2,2,8,13.0%,100,0.00,72.0%,13.0%,-,-,-,-,-,-,-,-,-
1338,Eliminated,10,20,4,3,4,13.0%,100,0.00,69.0%,13.0%,-,-,-,-,-,-,-,-,-
1339,Eliminated,15,0,2,1,6,13.0%,100,0.00,78.0%,13.0%,-,-,-,-,-,-,-,-,-
1340,Eliminated,15,5,10,3,4,13.0%,100,0.00,68.0%,13.0%,-,-,-,-,-,-,-,-,-
1341,Eliminated,15,10,0,1,8,13.0%,100,0.00,72.0%,13.0%,-,-,-,-,-,-,-,-,-
1342,Eliminated,10,0,0,1,6,12.9%,101,0.00,69.0%,12.9%,-,-,-,-,-,-,-,-,-
1343,Eliminated,10,0,0,2,6,12.0%,100,0.00,71.0%,12.0%,-,-,-,-,-,-,-,-,-
1344,Eliminated,20,0,2,2,4,12.0%,100,0.00,69.0%,12.0%,-,-,-,-,-,-,-,-,-
1345,Eliminated,10,0,2,3,4,11.0%,100,0.00,72.0%,11.0%,-,-,-,-,-,-,-,-,-
1346,Eliminated,20,0,0,3,6,11.0%,100,0.00,70.0%,11.0%,-,-,-,-,-,-,-,-,-
1347,Eliminated,10,0,10,2,2,10.0%,100,0.00,70.0%,10.0%,-,-,-,-,-,-,-,-,-
1348,Eliminated,15,5,0,1,10,10.0%,100,0.00,74.0%,10.0%,-,-,-,-,-,-,-,-,-
1349,Eliminated,20,0,0,2,6,8.0%,100,0.00,68.0%,8.0%,-,-,-,-,-,-,-,-,-
1350,Eliminated,20,0,0,1,6,5.0%,100,0.00,70.0%,5.0%,-,-,-,-,-,-,-,-,-
1351,Eliminated,0,20,4,3,10,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1352,Eliminated,5,10,0,1,8,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1353,Eliminated,5,10,2,2,10,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1354,Eliminated,5,10,4,1,4,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1355,Eliminated,5,15,4,2,6,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1356,Eliminated,5,15,4,3,4,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1357,Eliminated,5,15,10,1,4,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1358,Eliminated,5,20,0,1,10,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1359,Eliminated,10,0,2,1,4,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1360,Eliminated,10,5,0,2,10,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1361,Eliminated,10,10,2,1,8,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1362,Eliminated,10,15,2,1,6,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1363,Eliminated,10,15,2,3,10,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1364,Eliminated,10,20,0,1,10,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1365,Eliminated,10,20,2,1,8,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1366,Eliminated,10,20,2,2,8,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1367,Eliminated,10,20,10,1,2,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1368,Eliminated,15,0,2,1,4,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1369,Eliminated,15,5,2,2,6,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1370,Eliminated,15,5,10,2,4,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1371,Eliminated,15,10,6,3,4,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1372,Eliminated,15,10,10,2,4,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1373,Eliminated,15,15,2,3,6,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1374,Eliminated,15,15,10,2,4,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1375,Eliminated,20,0,2,3,4,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1376,Eliminated,20,5,0,3,10,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1377,Eliminated,20,5,4,1,4,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1378,Eliminated,20,5,10,1,2,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1379,Eliminated,20,10,0,3,10,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1380,Eliminated,20,10,4,2,6,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1381,Eliminated,20,10,8,2,4,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1382,Eliminated,20,15,2,2,10,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1383,Eliminated,20,20,0,3,8,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1384,Eliminated,20,20,4,2,4,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1385,Eliminated,20,20,10,1,2,67.0%,100,0.00,67.0%,-,-,-,-,-,-,-,-,-,-
1386,Eliminated,0,0,0,1,8,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1387,Eliminated,0,0,0,2,8,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1388,Eliminated,0,0,4,2,4,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1389,Eliminated,0,5,0,1,8,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1390,Eliminated,0,5,4,3,4,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1391,Eliminated,0,5,8,1,2,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1392,Eliminated,0,10,0,2,10,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1393,Eliminated,0,10,10,1,2,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1394,Eliminated,0,10,10,3,4,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1395,Eliminated,0,15,2,3,8,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1396,Eliminated,0,15,4,1,8,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1397,Eliminated,0,20,10,2,0,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1398,Eliminated,5,0,4,3,4,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1399,Eliminated,5,5,10,1,2,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1400,Eliminated,5,10,2,2,6,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1401,Eliminated,5,10,4,3,6,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1402,Eliminated,5,15,0,1,8,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1403,Eliminated,5,15,6,1,4,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1404,Eliminated,5,20,2,1,10,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1405,Eliminated,5,20,4,1,4,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1406,Eliminated,5,20,10,3,4,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1407,Eliminated,10,0,0,3,6,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1408,Eliminated,10,5,2,3,6,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1409,Eliminated,10,10,0,2,10,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1410,Eliminated,10,10,2,1,6,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1411,Eliminated,10,10,2,3,8,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1412,Eliminated,10,20,2,1,4,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1413,Eliminated,15,5,0,3,10,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1414,Eliminated,15,10,2,1,8,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1415,Eliminated,15,10,4,3,4,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1416,Eliminated,15,10,10,1,2,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1417,Eliminated,15,15,0,1,8,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1418,Eliminated,15,20,0,1,8,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1419,Eliminated,15,20,0,1,10,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1420,Eliminated,15,20,2,2,10,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1421,Eliminated,20,10,0,1,8,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1422,Eliminated,20,10,2,1,6,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1423,Eliminated,20,15,0,1,10,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1424,Eliminated,20,15,2,2,6,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1425,Eliminated,20,20,0,3,10,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1426,Eliminated,20,20,4,2,6,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1427,Eliminated,20,20,4,3,4,66.0%,100,0.00,66.0%,-,-,-,-,-,-,-,-,-,-
1428,Eliminated,0,0,0,3,8,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1429,Eliminated,0,5,0,2,8,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1430,Eliminated,0,5,0,2,10,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1431,Eliminated,0,5,0,3,8,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1432,Eliminated,0,5,8,3,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1433,Eliminated,0,15,6,1,2,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1434,Eliminated,0,20,2,1,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1435,Eliminated,0,20,2,3,10,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1436,Eliminated,0,20,4,1,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1437,Eliminated,0,20,4,1,6,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1438,Eliminated,0,20,10,1,2,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1439,Eliminated,5,0,2,2,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1440,Eliminated,5,10,0,1,10,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1441,Eliminated,5,10,0,2,10,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1442,Eliminated,5,10,10,3,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1443,Eliminated,5,15,0,2,8,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1444,Eliminated,5,15,2,2,6,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1445,Eliminated,5,15,2,2,8,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1446,Eliminated,5,15,4,2,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1447,Eliminated,5,15,10,1,2,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1448,Eliminated,5,20,0,2,10,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1449,Eliminated,5,20,10,1,2,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1450,Eliminated,10,0,6,2,2,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1451,Eliminated,10,5,2,2,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1452,Eliminated,10,10,2,3,6,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1453,Eliminated,10,10,6,1,2,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1454,Eliminated,10,15,2,1,8,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1455,Eliminated,10,20,8,3,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1456,Eliminated,15,0,6,1,2,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1457,Eliminated,15,0,6,3,2,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1458,Eliminated,15,10,8,2,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1459,Eliminated,15,15,4,3,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1460,Eliminated,15,20,2,3,6,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1461,Eliminated,15,20,4,2,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1462,Eliminated,15,20,8,3,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1463,Eliminated,20,5,0,2,8,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1464,Eliminated,20,5,2,2,10,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1465,Eliminated,20,10,0,2,8,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1466,Eliminated,20,10,4,3,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1467,Eliminated,20,10,6,1,2,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1468,Eliminated,20,10,10,3,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1469,Eliminated,20,15,8,2,4,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1470,Eliminated,20,20,0,2,8,65.0%,100,0.00,65.0%,-,-,-,-,-,-,-,-,-,-
1471,Eliminated,0,0,2,2,6,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1472,Eliminated,0,0,6,1,2,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1473,Eliminated,0,5,0,1,10,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1474,Eliminated,0,5,0,3,10,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1475,Eliminated,0,5,2,1,4,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1476,Eliminated,0,5,2,3,6,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1477,Eliminated,0,5,4,1,2,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1478,Eliminated,0,10,6,2,4,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1479,Eliminated,0,20,8,1,2,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1480,Eliminated,5,5,2,3,6,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1481,Eliminated,5,5,8,2,4,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1482,Eliminated,10,5,2,2,8,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1483,Eliminated,10,10,0,2,8,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1484,Eliminated,10,10,4,2,4,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1485,Eliminated,10,10,6,3,4,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1486,Eliminated,10,10,10,3,4,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1487,Eliminated,10,15,0,3,10,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1488,Eliminated,10,20,0,3,8,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1489,Eliminated,10,20,2,3,8,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1490,Eliminated,15,20,10,3,4,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1491,Eliminated,20,5,2,1,6,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
1492,Eliminated,20,10,10,2,4,64.0%,100,0.00,64.0%,-,-,-,-,-,-,-,-,-,-
